盈讨厌婷，因为她认为是婷抢了泽，盈明里暗里地说婷，欺负她，和她斗，盈的闺蜜问他，你为什么选婷，他说，你也看到了，她心计太重，我是爱她的，但这种女友太危险，闺蜜们明白了，输的是盈自己，输得太惨，自己害了自己，斗到最后，才发现，一直是自己的错，太傻……	“的”不是一个命名实体
【开源汽车】一辆“开源汽车”进入人们的视线，来自意大利OSVehicle的Tabby是全球首部开源汽车。3万块钱买回一堆零件，然后用一个小时自己动手组装一辆汽车，你可以选择油动、电动甚至混合动力。理论上，用户只要购买基础零件，在网上下载说明书和视频，像宜家那样自行组装，就能DIY一辆汽车。	“意大利”是一个地缘政治实体名实体
【开源汽车】一辆“开源汽车”进入人们的视线，来自意大利OSVehicle的Tabby是全球首部开源汽车。3万块钱买回一堆零件，然后用一个小时自己动手组装一辆汽车，你可以选择油动、电动甚至混合动力。理论上，用户只要购买基础零件，在网上下载说明书和视频，像宜家那样自行组装，就能DIY一辆汽车。	“汽车”不是一个命名实体
我只想说，我不知道我要什么，但我知道我不要什么。我把那些我不要的都抛弃了，那我要的到底是什么，连我自己也不知道，又或者我很清楚只是不愿意承认，	“清楚”不是一个命名实体
有木有觉得在微博上不敢吐槽工作，不能宣泄情感，就连关心朋友都力不从心，本以为通过微博连接了世界，没想到却与最亲密的人愈发疏远如果你真的关心我，就加我为密友。我正在使用由新浪微博官方推出的密友手机客户端，赶快来一起玩吧	“新浪微博”是一个组织实体
有木有觉得在微博上不敢吐槽工作，不能宣泄情感，就连关心朋友都力不从心，本以为通过微博连接了世界，没想到却与最亲密的人愈发疏远如果你真的关心我，就加我为密友。我正在使用由新浪微博官方推出的密友手机客户端，赶快来一起玩吧	“如果”不是一个命名实体
勾着手臂只不过是礼仪，从心理学的角度讲，只有手心叠在一起才是真正的相通。手牵手比分享一张床还意义重大。——林燕妮《最大诱惑》	“林燕妮”是一个人名实体
勾着手臂只不过是礼仪，从心理学的角度讲，只有手心叠在一起才是真正的相通。手牵手比分享一张床还意义重大。——林燕妮《最大诱惑》	“在”不是一个命名实体
一心堂汤臣倍健液体钙大特惠，转发有奖赢Ipod！！地址：http://t.cn/Rvh8R2y	“//”不是一个命名实体
向财富密钥提问：走势怎样，元成本？	“元”不是一个命名实体
[good]//@小叶同学167:[哈哈][哈哈][哈哈][哈哈]	“小叶同学”是一个人名实体
[good]//@小叶同学167:[哈哈][哈哈][哈哈][哈哈]	“[”不是一个命名实体
@在我想好下个名字前以此过渡@刘依依2013@Q8QL@勤奋的逆水行舟@菜刀锈V@痞子-浪子有人来砸场子，兄弟们看得过去吗？	“刘依依”是一个人名实体
@在我想好下个名字前以此过渡@刘依依2013@Q8QL@勤奋的逆水行舟@菜刀锈V@痞子-浪子有人来砸场子，兄弟们看得过去吗？	“痞子浪子”是一个人名实体
@在我想好下个名字前以此过渡@刘依依2013@Q8QL@勤奋的逆水行舟@菜刀锈V@痞子-浪子有人来砸场子，兄弟们看得过去吗？	“浪子”不是一个命名实体
@在我想好下个名字前以此过渡@刘依依2013@Q8QL@勤奋的逆水行舟@菜刀锈V@痞子-浪子有人来砸场子，兄弟们看得过去吗？	“来”不是一个命名实体
【为他人着想激发创造力】美国《个性和社会心理期刊》上的一项新研究显示：当人们为其他人考虑或工作时，会用一种更加抽象、范围更广的方式进行思考，从而开创了新的创意路径。他们能从为他人提供的好处中获得更多灵感。因此，我们平时多为他人着想一些，可能会获得意想不到的创造力。	“美国”是一个地缘政治实体名实体
【为他人着想激发创造力】美国《个性和社会心理期刊》上的一项新研究显示：当人们为其他人考虑或工作时，会用一种更加抽象、范围更广的方式进行思考，从而开创了新的创意路径。他们能从为他人提供的好处中获得更多灵感。因此，我们平时多为他人着想一些，可能会获得意想不到的创造力。	“个性和社会心理期刊”是一个组织实体
【为他人着想激发创造力】美国《个性和社会心理期刊》上的一项新研究显示：当人们为其他人考虑或工作时，会用一种更加抽象、范围更广的方式进行思考，从而开创了新的创意路径。他们能从为他人提供的好处中获得更多灵感。因此，我们平时多为他人着想一些，可能会获得意想不到的创造力。	“人们”不是一个命名实体
【为他人着想激发创造力】美国《个性和社会心理期刊》上的一项新研究显示：当人们为其他人考虑或工作时，会用一种更加抽象、范围更广的方式进行思考，从而开创了新的创意路径。他们能从为他人提供的好处中获得更多灵感。因此，我们平时多为他人着想一些，可能会获得意想不到的创造力。	“意想不到”不是一个命名实体
【老北京炸酱面】作为北京最富特色的小吃，跟大家分享作法：1、把老抽和黄酱倒入一个大碗内，然后加入150毫升清水用筷子慢慢调匀；京葱切成碎末备用2、炒锅内倒入比炒菜更多的油烧热，油热后放入京葱末翻炒半分钟后倒入肉末一起翻炒至变色脱生，然后倒入调匀的黄酱用最小火慢慢翻炒78分钟即可。	“北京”是一个地缘政治实体名实体
【老北京炸酱面】作为北京最富特色的小吃，跟大家分享作法：1、把老抽和黄酱倒入一个大碗内，然后加入150毫升清水用筷子慢慢调匀；京葱切成碎末备用2、炒锅内倒入比炒菜更多的油烧热，油热后放入京葱末翻炒半分钟后倒入肉末一起翻炒至变色脱生，然后倒入调匀的黄酱用最小火慢慢翻炒78分钟即可。	“北京”是一个地缘政治实体名实体
【老北京炸酱面】作为北京最富特色的小吃，跟大家分享作法：1、把老抽和黄酱倒入一个大碗内，然后加入150毫升清水用筷子慢慢调匀；京葱切成碎末备用2、炒锅内倒入比炒菜更多的油烧热，油热后放入京葱末翻炒半分钟后倒入肉末一起翻炒至变色脱生，然后倒入调匀的黄酱用最小火慢慢翻炒78分钟即可。	“老”不是一个命名实体
【老北京炸酱面】作为北京最富特色的小吃，跟大家分享作法：1、把老抽和黄酱倒入一个大碗内，然后加入150毫升清水用筷子慢慢调匀；京葱切成碎末备用2、炒锅内倒入比炒菜更多的油烧热，油热后放入京葱末翻炒半分钟后倒入肉末一起翻炒至变色脱生，然后倒入调匀的黄酱用最小火慢慢翻炒78分钟即可。	“分钟”不是一个命名实体
欧美时尚热门榜心谢耳朵。。	“欧美”是一个地缘政治实体名实体
欧美时尚热门榜心谢耳朵。。	“谢耳朵”是一个人名实体
欧美时尚热门榜心谢耳朵。。	“欧”不是一个命名实体
欧美时尚热门榜心谢耳朵。。	“美”不是一个命名实体
＂基于兴趣上的创造不能被忽略＂，孩子的勇气令大人们汗颜洪晃转发微博	“洪晃”是一个人名实体
＂基于兴趣上的创造不能被忽略＂，孩子的勇气令大人们汗颜洪晃转发微博	“兴趣”不是一个命名实体
棒偷笑偷笑偷笑花心花心花心这首歌很好听我真是被做作的朴灿烈和笑死了	“朴灿烈”是一个人名实体
棒偷笑偷笑偷笑花心花心花心这首歌很好听我真是被做作的朴灿烈和笑死了	“花心”不是一个命名实体
懂点文学名句内双眼睛的化妆秘籍	“双”不是一个命名实体
丫头哒哒哈哈，吃货就是你拉哈哈哈哈	“哈哈”不是一个命名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“雯子小菇凉”是一个人名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“雯子”是一个人名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“小菇凉”是一个人名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“雯子小菇凉”是一个人名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“杨素晗”是一个人名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“激动雯子”不是一个命名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“太”不是一个命名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“晗骗”不是一个命名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“真心”不是一个命名实体
我就是激动雯子小菇凉至于嘛，不久赞了你一下嘛转发苦逼青年杨素晗回复雯子小菇凉主要你夸我我太激动了爱你爱你爱你雯子小菇凉回复苦逼青年杨素晗骗你干吗，真心电到了，越来越有范了，以后跟领导你混了阴险	“领导”不是一个命名实体
【微博客户端完美支持iOS7啦~！】微博iPhone客户端新版发布，全面支持苹果iOS7系统，完美演绎简约设计风格；优化VoiceOver语音辅助功能，无障碍获取信息。赶快下载体验吧！AppStore下载：http://t.cn/zOZGnnD	“微博客户端”是一个组织实体
【微博客户端完美支持iOS7啦~！】微博iPhone客户端新版发布，全面支持苹果iOS7系统，完美演绎简约设计风格；优化VoiceOver语音辅助功能，无障碍获取信息。赶快下载体验吧！AppStore下载：http://t.cn/zOZGnnD	“苹果”是一个组织实体
【微博客户端完美支持iOS7啦~！】微博iPhone客户端新版发布，全面支持苹果iOS7系统，完美演绎简约设计风格；优化VoiceOver语音辅助功能，无障碍获取信息。赶快下载体验吧！AppStore下载：http://t.cn/zOZGnnD	“iOS7”不是一个命名实体
【微博客户端完美支持iOS7啦~！】微博iPhone客户端新版发布，全面支持苹果iOS7系统，完美演绎简约设计风格；优化VoiceOver语音辅助功能，无障碍获取信息。赶快下载体验吧！AppStore下载：http://t.cn/zOZGnnD	“//”不是一个命名实体
站在洗菜盆边，一边洗菜，一边眺望外面的美景，心情应该很愉快。	“边”不是一个命名实体
放下刘海帅多了有没有！？@现在是哈雷的阿阿宋@少芳子不要幼稚AND要真正变强大	“阿阿宋”不是一个命名实体
我在你隔壁宿舍哈哈哈，本来想要去探访一下何主席的，没想到何主席不在，老实交代！中午死哪潇洒去了@思雨儿呀[挖鼻屎]	“主席”不是一个命名实体
【韩寒经典语录】如果现在这个时代能出全才，那便是应试教育的幸运和这个时代的不幸。如果有，他便是人中之王，可惜没有，所以我们只好把“全”字人下的“王”给拿掉。时代需要的只是人才。	“韩寒”是一个人名实体
【韩寒经典语录】如果现在这个时代能出全才，那便是应试教育的幸运和这个时代的不幸。如果有，他便是人中之王，可惜没有，所以我们只好把“全”字人下的“王”给拿掉。时代需要的只是人才。	“的”不是一个命名实体
我的家长哈尔滨不知道是咋回事，就要不好好修桥，要不修完就塌，要不修一半发现图纸看错了，留一半桥在那儿杵着，等谁跳水去呢？我在:http://t.cn/zjIM1WO	“哈尔滨”是一个地缘政治实体名实体
我的家长哈尔滨不知道是咋回事，就要不好好修桥，要不修完就塌，要不修一半发现图纸看错了，留一半桥在那儿杵着，等谁跳水去呢？我在:http://t.cn/zjIM1WO	“看”不是一个命名实体
我叫赵新民流哈喇子了。。。。。	“赵新民”是一个人名实体
我叫赵新民流哈喇子了。。。。。	“我”不是一个命名实体
旅游拍照10大禁忌常识：经常爱外出旅游的人，最喜欢在一些景点前拍照留念，但是其实拍留念照也是有讲究的，不是所有的地方都适合照相的，有的地方实在是禁忌呀	“拍照”不是一个命名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“尼坤”是一个人名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“蒋劲夫”是一个人名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“泪”不是一个命名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“贴”不是一个命名实体
都吾知咩財務，行去收錢黑囗黑面，再系甘就投訴你。	“都”不是一个命名实体
成人礼成人礼。。大师兄〜〜〜〜璐温人意	“成人”不是一个命名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“美国”是一个地缘政治实体名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“中华航空”是一个组织实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“成都”是一个地缘政治实体名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“美国”是一个地缘政治实体名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“中华航空”是一个组织实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“的”不是一个命名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“中”不是一个命名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“入”不是一个命名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“比较”不是一个命名实体
这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布	“商务舱”不是一个命名实体
很惭愧，我也是几年前偶然看了一本束星北档案(传记)才知道原来我们还有这么优秀的科学家(学术上和品格上都如此出类拔萃)，他大炮般耿直的脾气和个性，使他不能轻易盲从和臣服于任何权威和政权，所以在历次政治运动中不断倒霉.而这段时间，本是他后半生最可以出成果的黄金时代.个种原因值得我们深思.	“束星北”是一个人名实体
很惭愧，我也是几年前偶然看了一本束星北档案(传记)才知道原来我们还有这么优秀的科学家(学术上和品格上都如此出类拔萃)，他大炮般耿直的脾气和个性，使他不能轻易盲从和臣服于任何权威和政权，所以在历次政治运动中不断倒霉.而这段时间，本是他后半生最可以出成果的黄金时代.个种原因值得我们深思.	“本”不是一个命名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“陈雨”是一个人名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“的”不是一个命名实体
天哪，点之前，我马上就睡实用心理学天啊，整过容的女人老了脸会塌成那样的太可怕了衰童鞋们顺便预测下，韩国整容会塌么。。。	“韩国”是一个地缘政治实体名实体
天哪，点之前，我马上就睡实用心理学天啊，整过容的女人老了脸会塌成那样的太可怕了衰童鞋们顺便预测下，韩国整容会塌么。。。	“睡”不是一个命名实体
喜欢你真的需要太多的勇气，让我心力不足！忘而忘不了……唉，上辈子欠你的今生注定要还你的。算了，遇安则安吧……	“真”不是一个命名实体
我叫赵新民一日一囧可好玩了哈哈哈哈	“赵新民”是一个人名实体
我叫赵新民一日一囧可好玩了哈哈哈哈	“一”不是一个命名实体
今儿成人礼了骑单车的少年要考驾照璐	“骑单车”不是一个命名实体
#京东厨卫节#买烟机灶具绝对的选择老板电器(来自http://t.cn/8FdFy2D)	“老板”是一个组织实体
#京东厨卫节#买烟机灶具绝对的选择老板电器(来自http://t.cn/8FdFy2D)	“//”不是一个命名实体
假行僧老巩站台有风险，辟谣需谨慎退休的方进玉哈哈说了多少次，官府辟谣要慎重，有人就是不听	“方进玉”是一个人名实体
假行僧老巩站台有风险，辟谣需谨慎退休的方进玉哈哈说了多少次，官府辟谣要慎重，有人就是不听	“多少”不是一个命名实体
【迷茫时看的8句话】①先处理心情，再处理事情；②最困难的时候，就是最接近成功的时候；③不为模糊不清的未来担忧，只为清清楚楚的现在努力；④宽容他人对你的冒犯；⑤不要无缘无故的妒忌；⑥只为成功找方法，不为失败找借口；⑦不要看我失去什么，只看我还拥有什么；⑧用最放松的心态对待一切艰难。	“拥有”不是一个命名实体
20个经典卡通形象变形记，可爱吧，有没有你喜欢的呢？	“你”不是一个命名实体
//@病獣:哦哦哦哦——好久没看到的孩子O<-<糟困什么时候画画莫格啊【喂	“O<-<”不是一个命名实体
能遇见就很幸福，段林希你要始终相信你就是最棒的，记得答应过自己的事情，我知道你知道自己最想要的是什么，我们和你一起加油。	“段林希”是一个人名实体
能遇见就很幸福，段林希你要始终相信你就是最棒的，记得答应过自己的事情，我知道你知道自己最想要的是什么，我们和你一起加油。	“自己”不是一个命名实体
我也觉得雷明挖鼻屎我也觉得不公平	“雷明”是一个人名实体
我也觉得雷明挖鼻屎我也觉得不公平	“也”不是一个命名实体
真不错，真希望年轻人都来学习一个。	“年轻人”不是一个命名实体
她有点懒，喜欢赖床；她不太乖，喜欢捣蛋；她在陌生人面前会很安静，很冷漠；在你面前却很放肆，很霸道，并喜欢没形象的哈哈大笑。她也会偶尔的忧郁，问她怎么了，她也只会说没事，其实她只是感觉累了，她只是需要一个拥抱。她也许不够美，不够可爱，可是她在你面前的样子是真实的，她爱你。	“很”不是一个命名实体
//@Irisv小轩:@白纯-小姐@阿彤彤木@林丢丢lx博主博主我在徐州，赶快抽到我，我要跟小伙伴一起！求博主成全[愛你][悲傷][悲傷][悲傷][悲傷]	“徐州”是一个地缘政治实体名实体
//@Irisv小轩:@白纯-小姐@阿彤彤木@林丢丢lx博主博主我在徐州，赶快抽到我，我要跟小伙伴一起！求博主成全[愛你][悲傷][悲傷][悲傷][悲傷]	“]”不是一个命名实体
美得不得了功夫胖胖小阿布这儿有鼓风亲眼见证三，这么多细节呢，真是去晚了，和前两次不同的喜欢，八角号流程卡，我会留好功夫胖胖小阿布月婚礼滴大片紫玉山庄梦幻水岸忙碌了两个月，一切都好完美好值得这儿有鼓风张拓赵赵的花圃移动美术馆	“紫”是一个地名实体
美得不得了功夫胖胖小阿布这儿有鼓风亲眼见证三，这么多细节呢，真是去晚了，和前两次不同的喜欢，八角号流程卡，我会留好功夫胖胖小阿布月婚礼滴大片紫玉山庄梦幻水岸忙碌了两个月，一切都好完美好值得这儿有鼓风张拓赵赵的花圃移动美术馆	“张拓”是一个人名实体
美得不得了功夫胖胖小阿布这儿有鼓风亲眼见证三，这么多细节呢，真是去晚了，和前两次不同的喜欢，八角号流程卡，我会留好功夫胖胖小阿布月婚礼滴大片紫玉山庄梦幻水岸忙碌了两个月，一切都好完美好值得这儿有鼓风张拓赵赵的花圃移动美术馆	“小”不是一个命名实体
美得不得了功夫胖胖小阿布这儿有鼓风亲眼见证三，这么多细节呢，真是去晚了，和前两次不同的喜欢，八角号流程卡，我会留好功夫胖胖小阿布月婚礼滴大片紫玉山庄梦幻水岸忙碌了两个月，一切都好完美好值得这儿有鼓风张拓赵赵的花圃移动美术馆	“的”不是一个命名实体
我叫赵新民哈哈哈哈哈哈哈哈哈哈	“赵新民”是一个人名实体
我叫赵新民哈哈哈哈哈哈哈哈哈哈	“叫”不是一个命名实体
#和你一起世界杯##和你一起世界杯#【灵巧篇】转发送好礼地址：http://t.cn/RvnS9VN	“世界”是一个组织实体
#和你一起世界杯##和你一起世界杯#【灵巧篇】转发送好礼地址：http://t.cn/RvnS9VN	“世界”是一个组织实体
#和你一起世界杯##和你一起世界杯#【灵巧篇】转发送好礼地址：http://t.cn/RvnS9VN	“世界杯”不是一个命名实体
#和你一起世界杯##和你一起世界杯#【灵巧篇】转发送好礼地址：http://t.cn/RvnS9VN	“灵巧”不是一个命名实体
发表了一篇转载博文《[转载]夏日胃口速救餐。【金针酸汤肥牛】》-http://t.cn/zQcTKaP	“牛”不是一个命名实体
受不了了好嘛？这个圈子的男生娘炮透了好嘛？我真的要疯了好嘛？我超级郁闷的好嘛？你们这样的男生这里稀缺好嘛？救救我好嘛？蔡老蛋露露爱跳舞晰拼命的王王王先生王小贱王毛毛	“蔡老蛋”是一个人名实体
受不了了好嘛？这个圈子的男生娘炮透了好嘛？我真的要疯了好嘛？我超级郁闷的好嘛？你们这样的男生这里稀缺好嘛？救救我好嘛？蔡老蛋露露爱跳舞晰拼命的王王王先生王小贱王毛毛	“的”不是一个命名实体
只爱原味心心心我是莉莉我爱魏晨呆阿呆是真汉子啊巴扎嘿原味最好吃橘子是橘不是菊薯片擼包包害羞看誰誰都是薯片擼包包我喜歡你這口味宅腐集中营自觉举手	“莉莉”是一个人名实体
只爱原味心心心我是莉莉我爱魏晨呆阿呆是真汉子啊巴扎嘿原味最好吃橘子是橘不是菊薯片擼包包害羞看誰誰都是薯片擼包包我喜歡你這口味宅腐集中营自觉举手	“魏晨”是一个人名实体
只爱原味心心心我是莉莉我爱魏晨呆阿呆是真汉子啊巴扎嘿原味最好吃橘子是橘不是菊薯片擼包包害羞看誰誰都是薯片擼包包我喜歡你這口味宅腐集中营自觉举手	“爱”不是一个命名实体
只爱原味心心心我是莉莉我爱魏晨呆阿呆是真汉子啊巴扎嘿原味最好吃橘子是橘不是菊薯片擼包包害羞看誰誰都是薯片擼包包我喜歡你這口味宅腐集中营自觉举手	“都”不是一个命名实体
5.22到国美购海尔，有补贴才更high!好活动呀，给力的商家，必须支持，希望以后多多办活动跟我们互动哈[花心]..地址：http://t.cn/Rvwo4Yh	“国美”是一个组织实体
5.22到国美购海尔，有补贴才更high!好活动呀，给力的商家，必须支持，希望以后多多办活动跟我们互动哈[花心]..地址：http://t.cn/Rvwo4Yh	“海尔”是一个组织实体
5.22到国美购海尔，有补贴才更high!好活动呀，给力的商家，必须支持，希望以后多多办活动跟我们互动哈[花心]..地址：http://t.cn/Rvwo4Yh	“希望”不是一个命名实体
5.22到国美购海尔，有补贴才更high!好活动呀，给力的商家，必须支持，希望以后多多办活动跟我们互动哈[花心]..地址：http://t.cn/Rvwo4Yh	“活动”不是一个命名实体
《美日等国高价进口中国非转基因大豆：既吃又做药》http://t.cn/8kKIZUa	“中国”是一个地缘政治实体名实体
《美日等国高价进口中国非转基因大豆：既吃又做药》http://t.cn/8kKIZUa	“做药”不是一个命名实体
今天我看到有人出售孔雀，还说可以吃，这个做个解释，泸州的警察们可知道！	“泸州”是一个地缘政治实体名实体
今天我看到有人出售孔雀，还说可以吃，这个做个解释，泸州的警察们可知道！	“知道”不是一个命名实体
觉得还是额可以的了，真是的，	“额”不是一个命名实体
@小白女阿瑚//@变态学实验室:[赞]知识贴，实用！！	“[”不是一个命名实体
点解可以咁得意林小柑最愛	“林小柑”是一个人名实体
点解可以咁得意林小柑最愛	“可以”不是一个命名实体
一切表明素质，道德决定一切央视新闻海豚走了海豚送医后，由于呛水严重于昨晚点死亡。	“央视”是一个组织实体
一切表明素质，道德决定一切央视新闻海豚走了海豚送医后，由于呛水严重于昨晚点死亡。	“昨晚点”不是一个命名实体
酷酷傲娇的喵小咪支持下，帮的转发啤酒酱核桃小姐讷讷大龄非文艺女青年之邵小敏金牛寵愛摩羯我不是杨天宁难道你是	“邵小敏”是一个人名实体
酷酷傲娇的喵小咪支持下，帮的转发啤酒酱核桃小姐讷讷大龄非文艺女青年之邵小敏金牛寵愛摩羯我不是杨天宁难道你是	“杨天宁”是一个人名实体
酷酷傲娇的喵小咪支持下，帮的转发啤酒酱核桃小姐讷讷大龄非文艺女青年之邵小敏金牛寵愛摩羯我不是杨天宁难道你是	“的”不是一个命名实体
酷酷傲娇的喵小咪支持下，帮的转发啤酒酱核桃小姐讷讷大龄非文艺女青年之邵小敏金牛寵愛摩羯我不是杨天宁难道你是	“啤酒”不是一个命名实体
#与爱奇艺一起庆生#积极的转发评论，帮助小编吸引更多的粉丝，虽然我粉丝不多，但是我也很努力呢地址：http://t.cn/8sTVqDN	“爱奇艺”是一个组织实体
#与爱奇艺一起庆生#积极的转发评论，帮助小编吸引更多的粉丝，虽然我粉丝不多，但是我也很努力呢地址：http://t.cn/8sTVqDN	“很”不是一个命名实体
我刚更新了#微博客户端冬季版#1.信息流全面支持赞；2.新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；3.优化发布器，支持显示当前帐号昵称；4.支持手势返回前页。下载地址：http://t.cn/zlB2BEw	“微博”是一个组织实体
我刚更新了#微博客户端冬季版#1.信息流全面支持赞；2.新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；3.优化发布器，支持显示当前帐号昵称；4.支持手势返回前页。下载地址：http://t.cn/zlB2BEw	“博”是一个组织实体
